시설,lat,lon
화성-반송-반송 201호,37.22491805,127.0732782
화성-남양-남양 595호,37.20686463,126.8286077
화성-남양-남양 599호,37.20444626,126.8265556
화성-반송-반송 318호,37.19956237,127.07387
화성-반송-반송 323호,37.19721674,127.0779864
화성-남양-남양 385호,37.18286556,126.7878014
화성-남양-남양 388호,37.18064511,126.7918102
화성-남양-남양 392호,37.18086173,126.7873471
화성-향남-향남 47호,37.08142288,126.8951839
화성-향남-급수탑 4호,37.08729773,126.9126448
화성-향남-향남 71호,37.12187575,126.9939934
화성-향남-향남 46호,37.08284847,126.8972203
화성-향남-화성소방서 531호,37.12767349,126.9207613
화성-남양-남양 400호,37.17834426,126.7869201
화성-남양-남양 403호,37.17768166,126.7891568
화성-장안-장안 432호,37.08324705,126.8161532
화성-장안-장안 435호,37.08433401,126.8202051
화성-장안-장안 439호,37.10989681,126.801357
화성-반송-반송 급수탑 28호,37.18907297,127.0791214
화성-봉담-봉담 326호,37.21442687,126.9748548
화성-봉담-봉담 330호,37.22088731,126.974269
화성-남양-남양 407호,37.17576796,126.7857052
화성-남양-남양 410호,37.17556418,126.7877911
화성-향남-향남 54호,37.08559249,126.8997301
화성-향남-향남 59호,37.08703728,126.9081442
화성-향남-향남 55호,37.08717025,126.8997852
화성-향남-화성소방서 537호,37.12503567,126.9227889
화성-향남-화성소방서 540호,37.12418866,126.924709
화성-향남-화성소방서 547호,37.12536694,126.9131501
화성-남양-남양 369호,37.16885266,126.6992623
화성-남양-남양 443호,37.16158807,126.6728449
화성-장안-장안 502호,37.11016101,126.846131
화성-장안-장안 569호,37.08867314,126.8255543
화성-반송-반송 253호,37.20375418,127.0612381
화성-남양-남양 616호,37.20564014,126.8320443
화성-남양-남양 620호,37.20186635,126.8293957
화성-남양-남양 624호,37.20070386,126.8262733
화성-반송-반송 267호,37.20179104,127.0617565
화성-반송-반송 271호,37.1932922,127.067045
화성-반송-반송 275호,37.19170428,127.0666485
화성-봉담-봉담 342호,37.26810082,126.8773063
화성-봉담-봉담 454호,37.2204332,126.9536002
화성-봉담-봉담 457호,37.22120518,126.9548571
화성-봉담-봉담 461호,37.21694872,126.9583817
화성-남양-남양 446호,37.15936843,126.6703765
화성-남양-남양 449호,37.16127663,126.6699839
화성-향남-화성소방서 556호,37.13014482,126.9168846
화성-향남-화성소방서 560호,37.13127462,126.9156713
화성-향남-화성소방서 582호,37.13070137,126.9080332
화성-남양-남양 441호,37.22700082,126.7011649
화성-남양-남양 479호,37.16345967,126.6214512
화성-남양-남양 46호,37.18418258,126.7922287
화성-장안-장안 575호,37.08512669,126.8232584
화성-정남-정남 641호,37.16567275,126.9686141
화성-정남-정남 419호,37.1768889,126.9756054
화성-정남-정남 418호,37.17326216,126.9840749
화성-반송-반송 277호,37.18790432,127.0729132
화성-남양-남양 645호,37.20897297,126.815843
화성-남양-남양 360호,37.22423374,126.8590739
화성-남양-남양 361호,37.20503808,126.7770903
화성-남양-남양 373호,37.1863737,126.791092
화성-반송-반송 290호,37.18673603,127.0789059
화성-반송-반송 296호,37.19597595,127.0805963
화성-반송-반송 299호,37.18948424,127.0759
화성-남양-남양 380호,37.18299561,126.7914503
화성-봉담-봉담 472호,37.21420279,126.9648847
화성-봉담-봉담 476호,37.2088164,126.9595088
화성-봉담-봉담 581호,37.21921672,126.973593
